Category,Sub Cat 1,Sub Cat 2,Product Code,Product Title,Sub Title,Product Price Description,Temperature Range,Refrigerant,Refrigerant Charge,Defrost,Shelves,Baskets,Int Finish,Ext Finish,Power,kWh/24hr,Watts,Noise Level dB,Max Ambient,Reversible Door,Climate Class,Capacity Ltr,Capacity Cuft,Ext H,Ext W,Ext D,Weight KG,Int H,Int W,Int D,Pack H,Pack W,Pack D,Packed Weight KG,Features,Thumbnail,Image,Image Caption,Packed Image,Packed Image Caption,Diagram,Diagram Caption,PDF Page No,Order,Catalogue Supplier Name,Next Day Delivery,Delivery Group,Special Installation,Site Survey,New,Sales Description,Fresh Fish,Fresh Meat,Price,Nett,Resale,Manufacturer,TaxID,Differences,Width Feature,Depth Feature,Height Feature
Chilled Display,Buffet Displays,,ISOLA 4 LW,Isola Range,Buffet Display,Cold Light Wood,0.3,R134a,310,Timed Off Cycle,,,Stainless Steel,Wood,13 Amp,6.97,440,<65,25C at 60% RH,,3,4 x 1/1 Gastro Pans,,1528,1417,745,125,,,,,,,0,"*Fully automatic*Fan assisted cooling*Castors*Interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Accepts gastronorm pans (not supplied)*Optional sliding glass doors for understorage - POA
*Pan supports Isola 4 - 8 Small / 7 Large Isola 6 - 11 Small/12 Large",,isola4lw-cold-08.jpg;isola4lw-cold-07.jpg,Isola 4 LW Light Wood; Isola 4 Light Wood,,,,,,,Tecfrigo,,GROUP 3,No,No,,,,,2783,1920.27,2101.7216,2,1,,1417mm,745mm,1528mm
Chilled Display,Buffet Displays,,ISOLA 6 DW,Isola Range,Buffet Display,Cold Dark Wood,0.3,R134a,500,Timed Off Cycle,,,Stainless Steel,Wood,13 Amp,8.16,500,<65,25C at 60% RH,,3,6 x 1/1 Gastro Pans,,1528,1417,745,162,,,,,,,0,"*Fully automatic*Fan assisted cooling*Castors*Interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Accepts gastronorm pans (not supplied)*Optional sliding glass doors for understorage - POA
*Pan supports Isola 4 - 8 Small / 7 Large Isola 6 - 11 Small/12 Large",,isola6colddw-15.jpg,Isola 6 DW,isola6-pkd-11.jpg,Isola 6 Packed,,,,,Tecfrigo,,GROUP 3,No,No,,,,,3319,2290.11,2506.5088,2,1,,1417mm,745mm,1528mm
Chilled Display,Buffet Displays,,ISOLA 6 LW,Isola Range,Buffet Display,Cold Light Wood,0.3,R134a,500,Timed Off Cycle,,,Stainless Steel,Wood,13 Amp,8.16,500,<65,25C at 60% RH,,3,6 x 1/1 Gastro Pans,,1528,1417,745,162,,,,,,,0,"*Fully automatic*Fan assisted cooling*Castors*Interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Accepts gastronorm pans (not supplied)*Optional sliding glass doors for understorage - POA
*Pan supports Isola 4 - 8 Small / 7 Large Isola 6 - 11 Small/12 Large",,,,,,,,,,Tecfrigo,,GROUP 3,No,No,,,,,3319,2290.11,2506.5088,2,1,,1417mm,745mm,1528mm
Chilled Display,Buffet Displays,,ISOLA 4 AMB DW,Isola Range,Buffet Display,Ambient Dark Wood,Ambient,,,,,,Stainless Steel,Wood,13 Amp,0,30,,,,,4 x 1/1 Gastro Pans,,1528,1417,745,103,,,,,,,0,*Fully automatic*Fan assisted cooling*Castors*Interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Accepts gastronorm pans (not supplied)*Optional sliding glass doors for understorage - POA*Pan supports Isola 4 - 8 Small / 7 Large Isola 6 - 11 Small/12 Large,,,,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,,,,1908,1316.52,1440.9216,2,1,,1417mm,745mm,1528mm
Chilled Display,Buffet Displays,,ISOLA 4 AMB LW,Isola Range,Buffet Display,Ambient Light Wood,Ambient,,,,,,Stainless Steel,Wood,13 Amp,0,30,,,,,4 x 1/1 Gastro Pans,,1528,1417,745,103,,,,,,,0,"*Fully automatic*Fan assisted cooling*Castors*Interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Accepts gastronorm pans (not supplied)*Optional sliding glass doors for understorage - POA
*Pan supports Isola 4 - 8 Small / 7 Large Isola 6 - 11 Small/12 Large",,isola4amblw-15.jpg,Isola 4 Ambient Light Wood,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,,,,1908,1316.52,1440.9216,2,1,,1417mm,745mm,1528mm
Chilled Display,Buffet Displays,,ISOLA 4 VT SS,Isola VT Cold Range,Buffet Display,Stainless Steel,0.3,R134a,380,Off Cycle,,,Stainless Steel,Stainless Steel,13 Amp,8.71,550,<65,25C at 60% RH,,3,4 x 1/1 Gastro Pans,,1520,1505,750,137,,,,,,,0,*Fully automatic*Fan assisted cooling*Castors*LED interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Accepts gastronorm pans (not supplied),,isola4vtss-cold-12.jpg,Isola 4VT Cold,,,isola-vtss-cold-12.jpg,Isola VT Diagram,059a.pdf,Y,Tecfrigo,,GROUP 3,Yes,Yes,,The Isola VT Stainless steel buffet display is an excellent contemporary gastronorm buffet unit. The stainless steel construction looks fantastic in a modern restaurant or cafe. The unit comes with LED lighting as standard for excellent display of food. The electric one touch wind down hood allows food to be covered if the unit is not in use for short period of time. All units have lockable castors for easy movement and to allow cleaning under the cabinet. The unit accepts gastronorm pans (not supplied) to give you a versatile display to meet your needs.,,,3565,2459.85,2692.288,2,1,,1505mm,750mm,1520mm
Chilled Display,Buffet Displays,,ISOLA 6 VT SS,Isola VT Cold Range,Buffet Display,Stainless Steel,0.3,R134a,500,Off Cycle,,,Stainless Steel,Stainless Steel,20 Amp,6.68,733,<65,25C at 60% RH,,3,6x 1/1 Gastro Pans,,1520,2185,750,165,,,,,,,0,*Fully automatic*Fan assisted cooling*Castors*LED interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Accepts gastronorm pans (not supplied),,,,,,,,,Y,Tecfrigo,,GROUP 3,Yes,Yes,,,,,4315,2977.35,3258.688,2,1,,2185mm,750mm,1520mm
Chilled Display,Buffet Displays,,ISOLA 8 VT SS,Isola VT Cold Range,Buffet Display,Stainless Steel,0.3,R134a,520,Off Cycle,,,Stainless Steel,Stainless Steel,20 Amp,15.45,780,<65,25C at 60% RH,,3,8x 1/1 Gastro Pans,,1520,2865,750,199,,,,,,,0,*Fully automatic*Fan assisted cooling*Castors*LED interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Accepts gastronorm pans (not supplied),,,,,,,,,Y,Tecfrigo,,GROUP 4,Yes,Yes,,,,,4890,3374.1,3692.928,2,1,,2865mm,750mm,1520mm
Hot Display,Hot Counter Top,,H-S530A,Hot Range,Counter Top Display,Black/Stainless,0.5,,,,1,,Stainless Steel/Glass,Black Stainless,13 Amp,7.2,752,42,,,,115ltr,4.06,790,900,540,90,370,780,380,940,950,580,115,"*Fully automatic*Adjustable shelves*Adjustable feet*Interior halogen light with switch*Digital controller and temperature display with heat by PTC thermistor*Glass rear sliding doors*Front & top glass is triple glazed, laminated and heated*Side & rear glass is double glazed with argon filled insulation gap*Base tray lifts out for ease of cleaning*Water tray to maintain humidity",,h-s530a-stocked-12.jpg,H-S530A Hot,hs530a-pkd-11.jpg,H-S530A Hot Packed,hs530a-dia-15.jpg,H-S530A Diagram,079.pdf,,Interlevin,Y,GROUP 2,No,No,,The Interlevin Hot range of stylish counter top display cabinets available in 2 widths with rear sliding doors to serve from. Double glazed glass for insulation and to save energy. Great for cafes and restaurants for display of hot food.,,,1149,792.81,867.7248,2,1,,900mm,540mm,790mm
Hot Display,Hot Counter Top,,H-S540A,Hot Range,Counter Top Display,Black/Stainless,0.5,,,,1,,Stainless Steel/Glass,Black Stainless,13 Amp,7.7,792,42,,,,155ltr,5.47,790,1200,540,115,370,1080,380,940,1250,580,125,"*Fully automatic*Adjustable shelves*Adjustable feet*Interior halogen light with switch*Digital controller and temperature display with heat by PTC thermistor*Glass rear sliding doors*Front & top glass is triple glazed, laminated and heated*Side & rear glass is double glazed with argon filled insulation gap*Base tray lifts out for ease of cleaning*Water tray to maintain humidity",,h-s540a-11.jpg,H-S540A Hot,,,,,,,Interlevin,Y,GROUP 2,No,No,,,,,1389,958.41,1048.9728,2,1,,1200mm,540mm,790mm
Hot Display,Hot Counter Top,,CHEF 1 HOT,Chef Hot Range,Counter Top Display,Glass - SS,0.333333333,,,,1,,Stainless Steel,Stainless Steel,13 Amp,0,950,,,,,1x 1/1 Gastro Pans,,530,397,793,37,,,,,,,0,*Fully automatic*Adjustable feet*Interior light*Digital controller and temperature display*Accepts gastronorm pans max depth 65mm (not supplied)*Lift up rear door*Interior water tray to create humidity,chef-range-14.jpg,,,,,chef-hot-dia-03.jpg,Chef Diagram,078.pdf,Y,Tecfrigo,,GROUP 2,,,,,,,1335,921.15,1008.192,2,1,,397mm,793mm,530mm
Hot Display,Hot Counter Top,,CHEF 2 HOT,Chef Hot Range,Counter Top Display,Glass - SS,0.333333333,,,Off Cycle,1,,Stainless Steel,Stainless Steel,13 Amp,0,1810,,,,,2x 1/1 Gastro Pans,,530,737,793,55,,,,,,,0,*Fully automatic*Adjustable feet*Interior light*Digital controller and temperature display*Accepts gastronorm pans max depth 65mm (not supplied)*Lift up rear door*Interior water tray to create humidity,,chef2-hot-stocked-15.jpg,Chef 2 Hot,,,,,,Y,Tecfrigo,,GROUP 2,No,No,,,,,1395,962.55,1053.504,2,1,,737mm,793mm,530mm
Hot Display,Hot Counter Top,,CHEF 3 HOT,Chef Hot Range,Counter Top Display,Glass - SS,0.333333333,,,Off Cycle,1,,Stainless Steel,Stainless Steel,20 Amp,0,3100,,,,,3x 1/1 Gastro Pans,,530,1067,793,70,,,,,,,0,*Fully automatic*Adjustable feet*Interior light*Digital controller and temperature display*Accepts gastronorm pans max depth 65mm (not supplied)*Lift up rear door*Interior water tray to create humidity,,chef3-hot-stocked-15.jpg;chef3-hot-15.jpg,Chef 3 Hot Stocked;Chef 3 Hot,,,,,,Y,Tecfrigo,,GROUP 2,No,No,,,,,1686,1163.34,1273.2672,2,1,,1067mm,793mm,530mm
Hot Display,Hot Counter Top,,CHEF 4 HOT,Chef Hot Range,Counter Top Display,Glass - SS,0.333333333,,,Off Cycle,1,,Stainless Steel,Stainless Steel,20 Amp,0,3280,,,,,4x 1/1 Gastro Pans,,530,1407,793,92,,,,,,,0,*Fully automatic*Adjustable feet*Interior light*Digital controller and temperature display*Accepts gastronorm pans max depth 65mm (not supplied)*Lift up rear door*Interior water tray to create humidity,,chef4-hot-stocked-15.jpg,Chef 4 Hot,,,,,,Y,Tecfrigo,,GROUP 2,No,No,,,,,1885,1300.65,1423.552,2,1,,1407mm,793mm,530mm
Hot Display,Hot Counter Top,,MINIMAX QHOT,Minimax Q Hot,Counter Top Display,Anodised Aluminium,0.5,,,Manual,2,,Glass/Aluminium,Coloured Anodised Aluminium,13 Amp,0,1220,,,,,200ltr,7.1,715,1200,500,95,,,,,,,0,*Fully automatic*Infrared Heat Lamps*Adjustable shelves*Adjustable feet*Interior light with switch*Digital controller and temperature display*Glass rear sliding doors,,minimax-hot-14.jpg,Minimax Hot Display,,,,,,Y,Tecfrigo,,GROUP 2,No,No,,,,,1199,827.31,905.4848,2,1,,1200mm,500mm,715mm
Hot Display,Hot Buffet Displays,,ISOLA 4BM DW,Isola Hot Range,Buffet Display,Hot Dark Wood,0.333333333,,,,,,Stainless Steel,Wood,20 Amp,0,3500,,,,,4 x 1/1 Gastro Pans,,1524,1417,745,98,,,,,,,0,*Fully automatic*Castors*Interior light*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps or ceramic hotplate option*Bain Marie accepts gastronorm pans (not supplied)*Pan supports Isola 4BM - 8< Small / 7 Large. Isola 6BM - 11 Small/12 Large,,isola4bmdw-15.jpg,Isola 4 Bain Marie,,,isola-bm-dia-03.jpg,Isola Diagram,080.pdf,,Tecfrigo,,GROUP 3,Yes,Yes,,,,,2899,2000.31,2189.3248,2,1,,1417mm,745mm,1524mm
Hot Display,Hot Buffet Displays,,ISOLA 4BM LW,Isola Hot Range,Buffet Display,Hot Light Wood,0.333333333,,,,,,Stainless Steel,Wood,20 Amp,0,3500,,,,,4 x 1/1 Gastro Pans,,1524,1417,745,98,,,,,,,0,*Fully automatic*Castors*Interior light*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps or ceramic hotplate option*Bain Marie accepts gastronorm pans (not supplied)*Pan supports Isola 4BM - 8< Small / 7 Large. Isola 6BM - 11 Small/12 Large,,,,,,,,,Y,Tecfrigo,,GROUP 3,Yes,Yes,,,,,2899,2000.31,2189.3248,2,1,,1417mm,745mm,1524mm
Hot Display,Hot Buffet Displays,,ISOLA 6BM DW,Isola Hot Range,Buffet Display,Hot Dark Wood,0.333333333,,,,,,Stainless Steel,Wood,3 Phase Supply,0,4400,,,,,6x 1/1 Gastro Pans,,1524,2057,745,112,,,,,,,0,*Fully automatic*Castors*Interior light*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps or ceramic hotplate option*Bain Marie accepts gastronorm pans (not supplied)*Pan supports Isola 4BM - 8< Small / 7 Large. Isola 6BM - 11 Small/12 Large,,,,isola6-pkd-11.jpg,Isola 6 Packed,,,,,Tecfrigo,,GROUP 3,Yes,Yes,,,,,3567,2461.23,2693.7984,2,1,,2057mm,745mm,1524mm
Hot Display,Hot Buffet Displays,,ISOLA 6BM LW,Isola Hot Range,Buffet Display,Hot Light Wood,0.333333333,,,,,,Stainless Steel,Wood,3 Phase Supply,0,,,,,,6x 1/1 Gastro Pans,,1524,2057,745,112,,,,,,,0,*Fully automatic*Castors*Interior light*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps or ceramic hotplate option*Bain Marie accepts gastronorm pans (not supplied)*Pan supports Isola 4BM - 8< Small / 7 Large. Isola 6BM - 11 Small/12 Large,,,,,,,,,Y,Tecfrigo,,GROUP 3,Yes,Yes,,,,,3567,2461.23,2693.7984,2,1,,2057mm,745mm,1524mm
Hot Display,Hot Buffet Displays,,ISOLA 4 CH DW,Isola Hot Range,Buffet Display,Hotplate Dark Wood,0.333333333,,,,,,Stainless Steel,Wood,13 Amp,0,,,,,,4x 1/1 Gastro Pans,,1524,1417,745,122,,,,,,,0,*Fully automatic*Castors*Interior light*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps or ceramic hotplate option*Bain Marie accepts gastronorm pans (not supplied)*Pan supports Isola 4BM - 8< Small / 7 Large. Isola 6BM - 11 Small/12 Large,,isola4chdw-15.jpg,Isola 4 Hot Plate,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,"The Isola bain marie hot buffet display with a wood finish is very popular with Chinese and Indian Restaurants. The bain marie is a wet well system where you fill the well with water that is heated by the unit, the gastronorm pans then sit over the well. There are also heaters in the canopy to ensure food is kept at the correct temperature. The unit comes with LED lighting as standard for excellent display of food. The electric one touch wind down hood allows can be lowered to keep the unit clean when not in use.The canopy should not be lowered over hot food & should only be closed when it has cooled down after use. All units have lockable castors for easy movement and to allow cleaning under the cabinet. The unit accepts gastronorm pans (not supplied) to give you a versatile display to meet your needs. There is also a ceramic hot plate version.",,,2918,2013.42,2203.6736,2,1,,1417mm,745mm,1524mm
Hot Display,Hot Buffet Displays,,ISOLA 4 CH LW,Isola Hot Range,Buffet Display,Hotplate Light Wood,0.333333333,,,,,,Stainless Steel,Wood,13 Amp,0,,,,,,4x 1/1 Gastro Pans,,1524,1417,745,122,,,,,,,0,*Fully automatic*Castors*Interior light*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps or ceramic hotplate option*Bain Marie accepts gastronorm pans (not supplied)*Pan supports Isola 4BM - 8< Small / 7 Large. Isola 6BM - 11 Small/12 Large,,,,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,,,,2918,2013.42,2203.6736,2,1,,1417mm,745mm,1524mm
Hot Display,Hot Buffet Displays,,ISOLA 6 CH DW,Isola Hot Range,Buffet Display,Hotplate Dark Wood,0.333333333,,,,,,Stainless Steel,Wood,13 Amp,0,3200,,,,,6 x 1/1 Gastro Pans,,1524,2057,745,145,,,,,,,0,*Fully automatic*Castors*Interior light*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps or ceramic hotplate option*Bain Marie accepts gastronorm pans (not supplied)*Pan supports Isola 4BM - 8< Small / 7 Large. Isola 6BM - 11 Small/12 Large,,,,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,,,,3524,2431.56,2661.3248,2,1,,2057mm,745mm,1524mm
Hot Display,Hot Buffet Displays,,ISOLA 6 CH LW,Isola Hot Range,Buffet Display,Hotplate Light Wood,0.333333333,,,,,,Stainless Steel,Wood,13 Amp,0,3200,,,,,6 x 1/1 Gastro Pans,,1524,2057,745,145,,,,,,,0,*Fully automatic*Castors*Interior light*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps or ceramic hotplate option*Bain Marie accepts gastronorm pans (not supplied)*Pan supports Isola 4BM - 8< Small / 7 Large. Isola 6BM - 11 Small/12 Large,,,,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,,,,3524,2431.56,2661.3248,2,1,,2057mm,745mm,1524mm
Hot Display,Hot Buffet Displays,,ISOLA 4BM VT SS,Isola VT Hot Range,Buffet Display,Stainless Steel,0.333333333,,,,,,Stainless Steel,Stainless Steel,3 Phase Supply,0,3300,,,,,4 x 1/1 Gastro Pans,,1530,1505,750,110,,,,,,,0,*Fully automatic*Castors*LED interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps*Accepts gastronorm pans (not supplied),,,,,,isola-vtss-hot-12.jpg,Isola VT Diagram,081.pdf,Y,Tecfrigo,,GROUP 3,Yes,Yes,,"The Isola VT stainless steel bain marie hot buffet display is an excellent contemporary gastronorm buffet unit. The stainless steel construction looks fantastic in a modern restaurant or cafe. The bain marie is a wet well system where you fill the well with water that is heated by the unit, the gastronorm pans sit over the well. There are also heaters in the canopy to ensure food is kept at the correct temperature. The unit comes with LED lighting as standard for excellent display of food. The electric one touch wind down hood can be lowered to keep the unit clean when not in use. The canopy should not be lowered over hot food & should only be closed when it has cooled down after use. All units have lockable castors for easy movement and to allow cleaning under the cabinet. The unit accepts gastronorm pans (not supplied) to give you a versatile display to meet your needs.",,,3089,2131.41,2332.8128,2,1,,1505mm,750mm,1530mm
Hot Display,Hot Buffet Displays,,ISOLA 6BM VT SS,Isola VT Hot Range,Buffet Display,Stainless Steel,0.333333333,,,,,,Stainless Steel,Stainless Steel,3 Phase Supply,0,4800,,,,,6 x 1/1 Gastro Pans,,1530,2185,750,121,,,,,,,0,*Fully automatic*Castors*LED interior light with switch*Digital controller and temperature display*Optional hinged tray slides - POA*One touch electric wind down canopy*Bain marie heating with infrared lamps*Accepts gastronorm pans (not supplied),,isola6vtss-bm-12.jpg,Isola 6VT Bain Marie,,,,,,Y,Tecfrigo,,GROUP 3,Yes,Yes,,,,,3895,2687.55,2941.504,2,1,,2185mm,750mm,1530mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC100SC,SC Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.583333333,R134a,65,Manual,,1,Hammered Aluminium,White,13 Amp,1.9,129,45,30C at 55% RH,,4,108ltr,3.8,885,570,570,42,520,450,450,950,680,700,47,*Flat sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SC),sc-range-14.jpg,ic100sc-13.jpg,IC100SC,,,ic100sc-dia-15.jpg,IC100SC Diagram,082.pdf,,Tefcold,Y,GROUP 1,No,No,,"One of our best selling sliding glass lid chest freezers. Ideal for display of frozen food including ice cream and lollies. Sturdy heavy duty castors are fitted to enable easy movement of the cabinet, 2 of the castors are lockable. Excellent adjustment on the temperature means you can hold a temperature around -14C for ready to serve ice cream or down to -24C for other frozen food. A lock is fitted for security and a defrost drain for cleaning out the cabinet come as standard. The unit also has a fan assisted condenser for efficient operation. Unit comes complete with a full set of baskets and dividers (IC100SC does not come with any dividers and only 1 basket). A great product at an excellent price.",,,421,290.49,317.9392,2,1,Y,570mm,570mm,885mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC200SC,SC Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.583333333,R134a,160,Manual,,3,Hammered Aluminium,White,13 Amp,2.6,218,45,30C at 55% RH,,4,191ltr,6.7,892,720,630,52,655,600,510,940,750,750,57,*Flat sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SC),,ic200sc-stocked-11.jpg;ic200sc-11.jpg,IC200SC Stocked;IC200SC,,,ic200sc-dia-15.jpg,IC200SC Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,475,327.75,358.72,2,1,,720mm,630mm,892mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC300SC,SC Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.583333333,R134a,190,Manual,,4,Hammered Aluminium,White,13 Amp,2.9,239,45,30C at 55% RH,,4,296ltr,10.4,892,1010,630,62,655,890,510,940,1100,750,67,*Flat sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SC),,ic300sc-10.jpg,IC300SC,ic300sc-pkd-11.jpg,IC300SC Packed,ic300sc-dia-15.jpg,IC300SC Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,556,383.64,419.8912,2,1,,1010mm,630mm,892mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC400SC,SC Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.583333333,R404a,220,Manual,,5,Hammered Aluminium,White,13 Amp,3.6,330,45,30C at 55% RH,,4,401ltr,14.2,892,1300,630,77,655,1180,510,940,1400,750,82,*Flat sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SC),,ic400sc-stocked-12.jpg;ic400sc-12.jpg,IC400SC Stocked;IC400SC,,,ic400sc-dia-15.jpg,IC400SC Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,594,409.86,448.5888,2,1,,1300mm,630mm,892mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC500SC,SC Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.583333333,R404a,230,Manual,,7,Hammered Aluminium,White,13 Amp,4,335,45,30C at 55% RH,,4,491ltr,17.3,892,1550,630,89,655,1430,510,940,1640,750,94,*Flat sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SC),,,,,,ic500sc-dia-15.jpg,IC500SC Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,669,461.61,505.2288,2,1,,1550mm,630mm,892mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC100SCEB,SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R404a,65,Manual,,1,Hammered Aluminium,White,13 Amp,1.9,129,45,30C at 55% RH,,4,100ltr,3.5,800,570,570,43,490,450,450,1010,680,700,48,*Curved sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SCEB),sceb-range-14.jpg,ic100sceb-13.jpg,IC100SCEB,,,ic100sceb-dia-15.jpg,IC100SCEB Diagram,083.pdf,,Tefcold,Y,GROUP 1,No,No,,"An excellent choice of sliding glass lid chest freezers similar to the IC-SC range but with sloping top for a better visual display, and curved lids which always look better. Ideal for display of frozen food including ice cream and lollies. Sturdy heavy duty castors are fitted to enable easy movement of the cabinet, 2  castors are lockable. Excellent adjustment on the temperature means you can hold a temperature around -14C for ready to serve ice cream or down to -24C for other frozen food. The unit comes with a lock as standard and a defrost drain for easy cleaning. The unit also has a fan assisted condenser for efficient operation. A full set of baskets with dividers supplied as standard (except IC100SCEB). A firm favourite with many ice cream companies. (A canopy version for scooping ice cream is also available).",,,424,292.56,320.2048,2,1,,570mm,570mm,800mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC200SCEB,SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R134a,160,Manual,,3,Hammered Aluminium,White,13 Amp,2.6,218,45,30C at 55% RH,,4,176ltr,6.2,949,720,615,53,710,600,495,1010,750,750,58,*Curved sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SCEB),,ic200sceb-13.jpg,IC200SCEB,,,ic200sceb-dia-15.jpg,IC200SCEB Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,504,347.76,380.6208,2,1,,720mm,615mm,949mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC300SCEB,SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R134a,190,Manual,,4,Hammered Aluminium,White,13 Amp,2.9,239,45,30C at 55% RH,,4,264ltr,9.3,949,1010,615,63,710,890,495,1010,1100,750,68,*Curved sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SCEB),,ic300sceb-10.jpg,IC300SCEB,ic300sceb-pkd-11.jpg,IC300SCEB Packed,ic300sceb-dia-15.jpg,IC300SCEB Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,574,396.06,433.4848,2,1,,1010mm,615mm,949mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC400SCEB,SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R404a,220,Manual,,5,Hammered Aluminium,White,13 Amp,3.6,330,45,30C at 55% RH,,4,352ltr,12.4,949,1300,615,83,710,1180,495,1010,1400,750,88,*Curved sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SCEB),,ic400sceb-stocked-12.jpg;ic400sceb-12.jpg,IC400SCEB Stocked;IC400SCEB,,,ic400sceb-dia-15.jpg,IC400SCEB Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,656,452.64,495.4112,2,1,,1300mm,615mm,949mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,IC500SCEB,SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R404a,230,Manual,,7,Hammered Aluminium,White,13 Amp,4,335,45,30C at 55% RH,,4,427ltr,15.1,949,1550,615,93,710,1430,495,1010,1640,750,98,*Curved sliding lids*Static cooling*Lock*Castors 2 lockable*Digital temperature display*Defrost drain*Fan assisted condenser*1 Divider per basket (except IC100SCEB),,,,,,ic500sceb-dia-15.jpg,IC500SCEB Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,767,529.23,579.2384,2,1,,1550mm,615mm,949mm
