ProductCode,Title,Short Description,Long Description,Purpose,Temperature,Height,Width,Depth,Capacity,note1,note2,note3,note4,note5,note6,note7,note8,note9,note10,note11,note12,2016 List Price,2016 Nett Price,(Model Code),,,Final Nett,Width Feature,Depth Feature,Height Feature
MBCT75,MBCT75 Modular Blast Chiller,MBCT75 Floorless Modular Blast Chiller with 700mm door width,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller,2350,1350,1330,75,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 75kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling.,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,14194,7097,17/121,17121.jpg,Modular Blast Chiller,6884.09,1350mm,1330mm,2350mm
MBCFT75,MBCFT75 Modular Blast Chiller/Freezer,MBCFT75 Modular Blast Chiller with 700mm door width c/w 25mm floor & integral ramp ,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller/Freezer,2350,1350,1330,75,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 75kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling. Freezing capacity from 70 C to -18 C in less than 240 minutes within specifications,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,15420,7710,17/124,17124.jpg,Modular Blast Chiller/Freezer,7478.7,1350mm,1330mm,2350mm
MBCT75W,MBCT75W Modular Blast Chiller (with 900mm wide door),MBCT75 Floorless Modular Blast Chiller with 900mm door width,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller,2350,1550,1330,75,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 75kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling.,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,14710,7355,17/127,17127.jpg,Modular Blast Chiller (with 900mm wide door),7134.35,1550mm,1330mm,2350mm
MBCFT75W,MBCFT75W Blast Chiller/Freezer (with 900mm wide door),MBCFT75 Modular Blast Chiller with 900mm door width c/w 25mm floor & integral ramp ,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller/Freezer,2350,1550,1330,75,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 75kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling. Freezing capacity from 70 C to -18 C in less than 240 minutes within specifications,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,15944,7972,17/130,17130.jpg,Blast Chiller/Freezer (with 900mm wide door),7732.84,1550mm,1330mm,2350mm
MBCT100,MBCT100 Modular Blast Chiller,MBCT100 Floorless Modular Blast Chiller with 700mm door width,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller,2350,1350,1330,100,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 100kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling.,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,14194,7097,17/133,17133.jpg,Modular Blast Chiller,6884.09,1350mm,1330mm,2350mm
MBCFT100,MBCFT100 Modular Blast Chiller/Freezer,MBCFT100 Modular Blast Chiller with 700mm door width c/w 25mm floor & integral ramp ,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller/Freezer,2350,1350,1330,100,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 100kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling. Freezing capacity from 70 C to -18 C in less than 240 minutes within specifications,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,15420,7710,17/136,17136.jpg,Modular Blast Chiller/Freezer,7478.7,1350mm,1330mm,2350mm
MBCT100W,MBCT100W Modular Blast Chiller (with 900mm wide door),MBCT100 Floorless Modular Blast Chiller with 900mm door width,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller,2350,1550,1330,100,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 100kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling.,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,14710,7355,17/139,17139.jpg,Modular Blast Chiller (with 900mm wide door),7134.35,1550mm,1330mm,2350mm
MBCFT100W,MBCFT100W Blast Chiller/Freezer (with 900mm wide door),MBCFT100 Modular Blast Chiller with 900mm door width c/w 25mm floor & integral ramp ,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller/Freezer,2350,1550,1330,100,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 100kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling. Freezing capacity from 70 C to -18 C in less than 240 minutes within specifications,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,15944,7972,17/142,17142.jpg,Blast Chiller/Freezer (with 900mm wide door),7732.84,1550mm,1330mm,2350mm
MBCT150,MBCT150 Modular Blast Chiller,MBCT150 Floorless Modular Blast Chiller with 700mm door width,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller,2350,1350,1330,150,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 150kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling.,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,14882,7441,17/145,17145.jpg,Modular Blast Chiller,7217.77,1350mm,1330mm,2350mm
MBCFT150,MBCFT150 Modular Blast Chiller/Freezer,MBCFT150 Modular Blast Chiller with 700mm door width c/w 25mm floor & integral ramp ,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller/Freezer,2350,1350,1330,150,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 150kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling. Freezing capacity from 70 C to -18 C in less than 240 minutes within specifications,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,16194,8097,17/148,17148.jpg,Modular Blast Chiller/Freezer,7854.09,1350mm,1330mm,2350mm
MBCT150W,MBCT150W Modular Blast Chiller (with 900mm wide door),MBCT150 Floorless Modular Blast Chiller with 900mm door width,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller,2350,1550,1330,150,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 150kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling.,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,15404,7702,17/151,17151.jpg,Modular Blast Chiller (with 900mm wide door),7470.94,1550mm,1330mm,2350mm
MBCFT150W,MBCFT150W Blast Chiller/Freezer (with 900mm wide door),MBCFT150 Modular Blast Chiller with 900mm door width c/w 25mm floor & integral ramp ,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller/Freezer,2350,1550,1330,150,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 150kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling. Freezing capacity from 70 C to -18 C in less than 240 minutes within specifications,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,16718,8359,17/154,17154.jpg,Blast Chiller/Freezer (with 900mm wide door),8108.23,1550mm,1330mm,2350mm
MBCT250,MBCT250 Modular Blast Chiller,MBCT250 Floorless Modular Blast Chiller with 700mm door width,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller,2350,1350,2330,250,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 250kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling.,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,25944,12972,17/157,17157.jpg,Modular Blast Chiller,12582.84,1350mm,2330mm,2350mm
MBCFT250,MBCFT250 Modular Blast Chiller/Freezer,MBCFT250 Modular Blast Chiller with 700mm door width c/w 25mm floor & integral ramp ,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller/Freezer,2350,1350,2330,250,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 250kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling. Freezing capacity from 70 C to -18 C in less than 240 minutes within specifications,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,27584,13792,17/160,17160.jpg,Modular Blast Chiller/Freezer,13378.24,1350mm,2330mm,2350mm
MBCT250W,MBCT250W Modular Blast Chiller (with 900mm wide door),MBCT250 Floorless Modular Blast Chiller with 900mm door width,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller,2350,2330,1550,250,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 250kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling.,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,26544,13272,17/163,17163.jpg,Modular Blast Chiller (with 900mm wide door),12873.84,2330mm,1550mm,2350mm
MBCFT250W,MBCFT250W Blast Chiller/Freezer (with 900mm wide door),MBCFT250 Modular Blast Chiller with 900mm door width c/w 25mm floor & integral ramp ,Our Modular Blast Chill/Freeze range is designed to cope with the multi-purpose requirement of the foodservice industry and enables you to take control of the Cook-Chill Process. Featuring the all new easier to use touch screen controller.,Blast Chilling - Freezing,Blast Chiller/Freezer,2350,2330,1550,250,MBC models are supplied floorless for blast chilling application only. MBCF models are supplied complete with 25mm floor and are suitable for occasional blast freezing and non-ground floor sites,Control panel sprayed white,Capacity 250kg. Chilling capacity 70 C to 3 C in less than 90 minutes within specifications. Entry temperature or up to 90 C for chilling. Freezing capacity from 70 C to -18 C in less than 240 minutes within specifications,Anti Condensation heater to control panel recommended where products are installed in an ambient below 15 C e.g. Prep rooms,"Condensing Unit, All models supplied less condensing unit for remote application. Separate electrical supply required for condensing unit (3 phase + neutral).",,,,,,,,28472,14236,17/166,17166.jpg,Blast Chiller/Freezer (with 900mm wide door),13808.92,2330mm,1550mm,2350mm
FHC500XM,FHC500XM Heated Mobile Cabinet,FHC500XM Heated Mobile Cabinet,The FHC500XM is ideal for transporting heated product to the point of service. Simply load the cabinet with hot food wheel to the point of service and plug in to keep food hot through to service.,Heating,Heated +84 /+87 C,1825,740,885,500,,,,,,,,,,,,,3718,1859,22/101,22101.jpg,Heated Mobile Cabinet,1803.23,740mm,885mm,1825mm
FMSLIM700RF,Foster Slim 700 Multideck with Roller Shutter,FMSLIM700RF 700mm Slimline multideck with rollershutter,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1810,695,725,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,4790,2395,18/102,18102.jpg,Foster Slim 700 Multideck with Roller Shutter,2323.15,695mm,725mm,1810mm
FMSLIM900RF,Foster Slim 900 Multideck with Roller Shutter,FMSLIM900RF 900mm Slimline multideck with rollershutter,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1810,895,725,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,5076,2538,18/104,18104.jpg,Foster Slim 900 Multideck with Roller Shutter,2461.86,895mm,725mm,1810mm
FMSLIM1200RF,Foster Slim 1200 Multideck with Roller Shutter,FMSLIM1200RF 1200mm Slimline multideck with rollershutter,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1810,1195,725,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,5734,2867,18/106,18106.jpg,Foster Slim 1200 Multideck with Roller Shutter,2780.99,1195mm,725mm,1810mm
FMSLIM1500RF,Foster Slim 1500 Multideck with Roller Shutter,FMSLIM1500RF 1500mm Slimline multideck with rollershutter,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1810,1495,725,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,6158,3079,18/108,18108.jpg,Foster Slim 1500 Multideck with Roller Shutter,2986.63,1495mm,725mm,1810mm
FMSLIM1800RF,Foster Slim 1800 Multideck with Roller Shutter,FMSLIM1800RF 1800mm Slimline multideck with rollershutter,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1810,1795,725,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,7312,3656,18/110,18110.jpg,Foster Slim 1800 Multideck with Roller Shutter,3546.32,1795mm,725mm,1810mm
FMPRO900RF,Foster Pro 900 Multideck with Roller Shutter,FMPRO900RF 900mm Pro multideck with rollershutter,The Foster Pro is the ultimate large capacity Multideck product. With all the engineering know-how that you’ve come to expect from Foster the Pro range offers ultimate capacity ultimate reliability and ultimate quality.The Pro range achieves remarkable storage through intelligent economical design solutions. With five display levels maximising capacity the Pro is in a league of its own.,Display Refrigeration,M2 Temp +2/+4 C,1995,895,775,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,5336,2668,19/102,19102.jpg,Foster Pro 900 Multideck with Roller Shutter,2587.96,895mm,775mm,1995mm
FMPRO1200RF,Foster Pro 1200 Multideck with Roller Shutter,FMPRO1200RF 1200mm Pro multideck with rollershutter,The Foster Pro is the ultimate large capacity Multideck product. With all the engineering know-how that you’ve come to expect from Foster the Pro range offers ultimate capacity ultimate reliability and ultimate quality.The Pro range achieves remarkable storage through intelligent economical design solutions. With five display levels maximising capacity the Pro is in a league of its own.,Display Refrigeration,M2 Temp +2/+4 C,1995,1195,775,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,6202,3101,19/104,19104.jpg,Foster Pro 1200 Multideck with Roller Shutter,3007.97,1195mm,775mm,1995mm
FMPRO1500RF,Foster Pro 1500 Multideck with Roller Shutter,FMPRO1500RF 1500mm Pro multideck with rollershutter,The Foster Pro is the ultimate large capacity Multideck product. With all the engineering know-how that you’ve come to expect from Foster the Pro range offers ultimate capacity ultimate reliability and ultimate quality.The Pro range achieves remarkable storage through intelligent economical design solutions. With five display levels maximising capacity the Pro is in a league of its own.,Display Refrigeration,M2 Temp +2/+4 C,1995,1495,775,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,6706,3353,19/106,19106.jpg,Foster Pro 1500 Multideck with Roller Shutter,3252.41,1495mm,775mm,1995mm
FMPRO1800RF,Foster Pro 1800 Multideck with Roller Shutter,FMPRO1800RF 1800mm Pro multideck with rollershutter,The Foster Pro is the ultimate large capacity Multideck product. With all the engineering know-how that you’ve come to expect from Foster the Pro range offers ultimate capacity ultimate reliability and ultimate quality.The Pro range achieves remarkable storage through intelligent economical design solutions. With five display levels maximising capacity the Pro is in a league of its own.,Display Refrigeration,M2 Temp +2/+4 C,1995,1795,775,,Allow 20mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,8256,4128,19/108,19108.jpg,Foster Pro 1800 Multideck with Roller Shutter,4004.16,1795mm,775mm,1995mm
FDC600C,Assisted Service Closed Front Display Chiller FDC600C,FDC600C 600mm width assisted service display chiller,The new Foster Display chiller range offers a stylish display solution to suit all budgets and applications,Closed fronted serve over for assisted service operation,M2 Temp +2/+4 C,1435,600,785,,Allow 80mm spacer if product is to be wall-sited (required for air circulation - detachable if not wall-sited),Bright LED canopy & undershelf lighting,Anti Condensation Technology (ACT),Toughened glass curved front with sliding glass doors to rear,Full width toughened glass shelves and end panels for maximum vibility of merchandise,,,,,,,,5324,2662,20/101,20101.jpg,Assisted Service Closed Front Display Chiller FDC600C,2582.14,600mm,785mm,1435mm
FDC900C,Assisted Service Closed Front Display Chiller FDC900C,FDC900C 900mm width assisted service display chiller,The new Foster Display chiller range offers a stylish display solution to suit all budgets and applications,Closed fronted serve over for assisted service operation,M2 Temp +2/+4 C,1435,900,785,,Allow 80mm spacer if product is to be wall-sited (required for air circulation - detachable if not wall-sited),Bright LED canopy & undershelf lighting,Anti Condensation Technology (ACT),Toughened glass curved front with sliding glass doors to rear,Full width toughened glass shelves and end panels for maximum vibility of merchandise,,,,,,,,5626,2813,20/102,20102.jpg,Assisted Service Closed Front Display Chiller FDC900C,2728.61,900mm,785mm,1435mm
FDC1200C,Assisted Service Closed Front Display Chiller FDC1200C,FDC1200C 1200mm width assisted service display chiller,The new Foster Display chiller range offers a stylish display solution to suit all budgets and applications,Closed fronted serve over for assisted service operation,M2 Temp +2/+4 C,1435,1200,785,,Allow 80mm spacer if product is to be wall-sited (required for air circulation - detachable if not wall-sited),Bright LED canopy & undershelf lighting,Anti Condensation Technology (ACT),Toughened glass curved front with sliding glass doors to rear,Full width toughened glass shelves and end panels for maximum vibility of merchandise,,,,,,,,6250,3125,20/103,20103.jpg,Assisted Service Closed Front Display Chiller FDC1200C,3031.25,1200mm,785mm,1435mm
FDC1500C,Assisted Service Closed Front Display Chiller FDC1500C,FDC1500C 1500mm width assisted service display chiller,The new Foster Display chiller range offers a stylish display solution to suit all budgets and applications,Closed fronted serve over for assisted service operation,M2 Temp +2/+4 C,1435,1500,785,,Allow 80mm spacer if product is to be wall-sited (required for air circulation - detachable if not wall-sited),Bright LED canopy & undershelf lighting,Anti Condensation Technology (ACT),Toughened glass curved front with sliding glass doors to rear,Full width toughened glass shelves and end panels for maximum vibility of merchandise,,,,,,,,6706,3353,20/104,20104.jpg,Assisted Service Closed Front Display Chiller FDC1500C,3252.41,1500mm,785mm,1435mm
FDC600,Grab & Go' Open Front Display Chiller FDC600,FDC600 600mm width self service display chiller,The new Foster Display chiller range offers a stylish display solution to suit all budgets and applications,Open fronted 'grab & go',M2 Temp +2/+4 C,1435,600,785,,Allow 80mm spacer if product is to be wall-sited (required for air circulation - detachable if not wall-sited),Bright LED canopy & undershelf lighting,Anti Condensation Technology (ACT),Open front design encourages impulse purchases ,Full width toughened glass shelves and end panels for maximum vibility of merchandise,,,,,,,,4474,2237,20/105,20105.jpg,Grab & Go' Open Front Display Chiller FDC600,2169.89,600mm,785mm,1435mm
FDC900,Grab & Go' Open Front Display Chiller FDC900,FDC900 900mm width self service display chiller,The new Foster Display chiller range offers a stylish display solution to suit all budgets and applications,Open fronted 'grab & go',M2 Temp +2/+4 C,1435,900,785,,Allow 80mm spacer if product is to be wall-sited (required for air circulation - detachable if not wall-sited),Bright LED canopy & undershelf lighting,Anti Condensation Technology (ACT),Open front design encourages impulse purchases ,Full width toughened glass shelves and end panels for maximum vibility of merchandise,,,,,,,,4858,2429,20/106,20106.jpg,Grab & Go' Open Front Display Chiller FDC900,2356.13,900mm,785mm,1435mm
FDC1200,Grab & Go' Open Front Display Chiller FDC1200,FDC1200 1200mm width self service display chiller,The new Foster Display chiller range offers a stylish display solution to suit all budgets and applications,Open fronted 'grab & go',M2 Temp +2/+4 C,1435,1200,785,,Allow 80mm spacer if product is to be wall-sited (required for air circulation - detachable if not wall-sited),Bright LED canopy & undershelf lighting,Anti Condensation Technology (ACT),Open front design encourages impulse purchases ,Full width toughened glass shelves and end panels for maximum vibility of merchandise,,,,,,,,5468,2734,20/107,20107.jpg,Grab & Go' Open Front Display Chiller FDC1200,2651.98,1200mm,785mm,1435mm
FDC1500,Grab & Go' Open Front Display Chiller FDC1500,FDC1500 1500mm width self service display chiller,The new Foster Display chiller range offers a stylish display solution to suit all budgets and applications,Open fronted 'grab & go',M2 Temp +2/+4 C,1435,1500,785,,Allow 80mm spacer if product is to be wall-sited (required for air circulation - detachable if not wall-sited),Bright LED canopy & undershelf lighting,Anti Condensation Technology (ACT),Open front design encourages impulse purchases ,Full width toughened glass shelves and end panels for maximum vibility of merchandise,,,,,,,,5922,2961,20/108,20108.jpg,Grab & Go' Open Front Display Chiller FDC1500,2872.17,1500mm,785mm,1435mm
PC97/4,All new Foster Pan Chiller. Holds 4 1/3GN Pans.,PC97/4 Pan Chiller,The all new Foster Refrigerator pan chiller range is now available. Featuring removable hinged cover and a varying range of pan configurations.,Preparation,Refrigerator +1/+4 C,1060,1140,850,270,,,,,,,,,,,,,1646,823,16/103,16103.jpg,All new Foster Pan Chiller. Holds 4 1/3GN Pans.,798.31,1140mm,850mm,1060mm
