Product Code,Generic Product Type,Product Group,Catalogue Description,Additional Description,Product Type,Related Products,Gas or Electric,Power/Load,Height (mm),Width (mm),Depth (mm),Web USPs,Spec Sheet Code,UK (Jan 16),Weight (kg),Image Code,product_type_id,product_range_id,Width Feature,Depth Feature,Height Feature,Nett Price
UMO50,Merchandisers and Display Cases,Seal,Upright Heated Merchandiser with Oven,With rotating shelves,Upright Merchandisers with Oven,,electric,2900 W,925,565,565,"* Combination model with oven and merchandiser in one convenient counter-top unit <br>* Merchandiser holds food at a minimum temperature of 72°C <br>* Thermostatic control of merchandiser up to 95°C <br>* Robust stainless steel construction - hygienic and easy to clean <br>* Rotating chrome plated rack attractive appearance and ease of cleaning  <br>* Toughened safety glass sides and hinged safety glass door with stay-cool handles for safe and efficient back service operation <br>* Humidity feature keeps food in perfect condition for longer minimising waste <br>* Diffused twin lights for even attractive illumination <br>* User-replaceable light bulbs and removable control panel for lower service costs <br>* Chrome-plated rod shelf and removable internal base to oven <br>* Drop-down door for easy access to oven interior <br>* Thermostatically-controlled oven with 50° - 250°C range for accurate reliable cooking <br>* Fully-insulated oven - maintains safe lower exterior side wall temperatures
Suitable for back-service applications",SEAL-UMO,1411,55,UMO50.jpg,104,193,565mm,565mm,925mm,811.325
UMS50,Merchandisers and Display Cases,Seal,Upright Heated Merchandiser,Static rack,Upright Merchandisers,,electric,1500 W,780,565,565,* Robust stainless steel construction - hygienic and easy to clean <br>* Minimum food holding temperature of 72°C <br>* Thermostatic control up to 95°C <br>* Square static chrome plated rack for attractive appearance and ease of cleaning <br>* Toughened safety glass sides and hinged safety glass door with stay-cool handles for safe and efficient back service operation <br>* Humidity feature keeps food in perfect condition for longer minimising waste <br>* Diffused twin lights for even attractive illumination <br>* User-replaceable light bulbs and removable control panel for lower service costs<br>* Suitable for back-service applications,SEAL-UM,860,39,UMS50.jpg,103,192,565mm,565mm,780mm,494.5
UMSO50,Merchandisers and Display Cases,Seal,Upright Heated Merchandiser with Oven,Static rack,Upright Merchandisers with Oven,,electric,2900 W,925,565,565,"* Combination model with oven and merchandiser in one convenient counter-top unit <br>* Merchandiser holds food at a minimum temperature of 72°C <br>* Thermostatic control of merchandiser up to 95°C <br>* Robust stainless steel construction - hygienic and easy to clean <br>* Square static chrome plated rack for attractive appearance and ease of cleaning <br>* Toughened safety glass sides and hinged safety glass door with stay-cool handles for safe and efficient back service operation <br>* Humidity feature keeps food in perfect condition for longer minimising waste <br>* Diffused twin lights for even attractive illumination <br>* User-replaceable light bulbs and removable control panel for lower service costs <br>* Chrome-plated rod shelf and removable internal base to oven <br>* Drop-down door for easy access to oven interior <br>* Thermostatically-controlled oven with 50° - 250°C range for accurate reliable cooking <br>* Fully-insulated oven - maintains safe lower exterior side wall temperatures
Suitable for back-service applications",SEAL-UMO,1265,55,UMSO50.jpg,104,193,565mm,565mm,925mm,727.375
V6,Cooking Equipment,Silverlink 600,Oven,,Ovens,V6/T SLS6/V,electric,3 kW,650,600,600,* Vitreous enamelled interior with radiused corners and removable side shelf supports for easy cleaning<br>* Able to support a suitably sized Silverlink 600 counter-top unit<br>* Side opening doors with robust hinges and ball catch  to give safe easy access,S-LINKVOVENS,1043,45,V6.jpg,97,156,600mm,600mm,650mm,599.725
V6/D,Cooking Equipment,Silverlink 600,Oven,With glass door,Ovens,V6/T SLS6/V,electric,3 kW,650,600,600,* Vitreous enamelled interior with radiused corners and removable side shelf supports for easy cleaning<br>* Able to support a suitably sized Silverlink 600 counter-top unit<br>* Side opening doors with robust hinges and ball catch  to give safe easy access,S-LINKVOVENS,1103,46,V6-D.jpg,97,156,600mm,600mm,650mm,634.225
V6/F,Cooking Equipment,Silverlink 600,Oven,Fan Assisted with Solid Door,Ovens,V6/T SLS6/V,electric,3 kW,650,600,600,* Vitreous enamelled interior with radiused corners and removable side shelf supports for easy cleaning<br>* Able to support a suitably sized Silverlink 600 counter-top unit<br>* Side opening doors with robust hinges and ball catch  to give safe easy access<br>* Better heat distribution resulting in reduced cooking times<br>* Rapid cool down feature,S-LINKVOVENS,1184,47,V6-F.jpg,98,156,600mm,600mm,650mm,680.8
V6F/D,Cooking Equipment,Silverlink 600,Oven,Fan Assisted with Glass Door,Ovens,V6/T SLS6/V,electric,3 kW,650,600,600,* Vitreous enamelled interior with radiused corners and removable side shelf supports for easy cleaning<br>* Able to support a suitably sized Silverlink 600 counter-top unit<br>* Side opening doors with robust hinges and ball catch  to give safe easy access<br>* Better heat distribution resulting in reduced cooking times<br>* Rapid cool down feature,S-LINKVOVENS,1250,50,V6-FD.jpg,98,156,600mm,600mm,650mm,718.75
V7,Cooking Equipment,Silverlink 600,Oven,Fan Assisted with Solid Door,Ovens,V7/T SLS7/V,electric,3 kW,650,750,600,* Vitreous enamelled interior with radiused corners and removable side shelf supports for easy cleaning<br>* Able to support a suitably sized Silverlink 600 counter-top unit<br>* Side opening doors with robust hinges and ball catch  to give safe easy access<br>* Better heat distribution resulting in reduced cooking times<br>* Rapid cool down feature,S-LINKVOVENS,1402,52,V7.jpg,97,156,750mm,600mm,650mm,806.15
OCA8366,Accessories & Options,Accessories & Options,Defoamer tablets,,Accessory - Opus Combi Steamers,,,,,,,,,48,,,113,205,,,,27.6
V7/4,Cooking Equipment,Silverlink 600,Oven,Fan Assisted with Solid Door,Ovens,V7/T SLS7/V,electric,4 kW,650,750,600,* Vitreous enamelled interior with radiused corners and removable side shelf supports for easy cleaning<br>* Able to support a suitably sized Silverlink 600 counter-top unit<br>* Side opening doors with robust hinges and ball catch  to give safe easy access<br>* Better heat distribution resulting in reduced cooking times<br>* Rapid cool down feature,S-LINKVOVENS,1468,51,V7-4.jpg,98,156,750mm,600mm,650mm,844.1
WL4,Stainless Steel Fabrication/Furniture,Kitchen Furniture,Wall Cupboard,450mm long,Wall Cupboards,,,,600,450,300,* Stainless steel construction durable and easy to clean<br>* Large capacity and a range of sizes<br>* Additional shelves available,WALLCUPBOARDS,360,13,WL6.jpg,42,204,450mm,300mm,600mm,207
WL6,Stainless Steel Fabrication/Furniture,Kitchen Furniture,Wall Cupboard,600mm long,Wall Cupboards,,,,600,600,300,* Stainless steel construction durable and easy to clean<br>* Large capacity and a range of sizes<br>* Additional shelves available,WALLCUPBOARDS,406,16,WL6.jpg,42,204,600mm,300mm,600mm,233.45
WL7,Stainless Steel Fabrication/Furniture,Kitchen Furniture,Wall Cupboard,750mm long,Wall Cupboards,,,,600,750,300,* Stainless steel construction durable and easy to clean<br>* Large capacity and a range of sizes<br>* Additional shelves available,WALLCUPBOARDS,454,19,WL7.jpg,42,204,750mm,300mm,600mm,261.05
WL9,Stainless Steel Fabrication/Furniture,Kitchen Furniture,Wall Cupboard,900mm long,Wall Cupboards,,,,600,900,300,* Stainless steel construction durable and easy to clean<br>* Large capacity and a range of sizes<br>* Additional shelves availabl,WALLCUPBOARDS,482,23,WL7.jpg,42,204,900mm,300mm,600mm,277.15
WLS4,Accessories & Options,Accessories & Options,Additional Shelf,450mm long,Accessory - Other,,,,,,,,,12,,,114,206,,,,6.9
WLS6,Accessories & Options,Accessories & Options,Additional Shelf,600mm long,Accessory - Other,,,,,,,,,13,,,114,206,,,,7.475
WLS7,Accessories & Options,Accessories & Options,Additional Shelf,750mm long,Accessory - Other,,,,,,,,,13,,,114,206,,,,7.475
WLS9,Accessories & Options,Accessories & Options,Additional Shelf,900mm long,Accessory - Other,,,,,,,,,14,,,114,206,,,,8.05
WT3,Stainless Steel Fabrication/Furniture,Silverlink 600,Work Top,,Work Tops,CN3 CC3 HC3 HCL3 SLS3,,,290,300,600,* Designed to match Silverlink 600 appliances<br>* Provides useful work space<br>* Models with drawers provide handy additional storage space,S-LINKWORKTOP,125,5,WT3.jpg,43,163,300mm,600mm,290mm,71.875
WT3D,Stainless Steel Fabrication/Furniture,Silverlink 600,Work Top,With Drawer,Work Tops,CN3 CC3 HC3 HCL3 SLS3,,,290,300,600,* Designed to match Silverlink 600 appliances<br>* Provides useful work space<br>* Models with drawers provide handy additional storage space,S-LINKWORKTOPD,235,9,WT6D.jpg,43,163,300mm,600mm,290mm,135.125
WT4,Stainless Steel Fabrication/Furniture,Silverlink 600,Work Top,,Work Tops,CN4 CC4 HC4 HCL4 SLS4,,,290,450,600,* Designed to match Silverlink 600 appliances<br>* Provides useful work space<br>* Models with drawers provide handy additional storage space,S-LINKWORKTOP,139,7,WT3.jpg,43,163,450mm,600mm,290mm,79.925
WT4D,Stainless Steel Fabrication/Furniture,Silverlink 600,Work Top,With Drawer,Work Tops,CN4 CC4 HC4 HCL4 SLS4,,,290,450,600,* Designed to match Silverlink 600 appliances<br>* Provides useful work space<br>* Models with drawers provide handy additional storage space,S-LINKWORKTOPD,249,11,WT6D.jpg,43,163,450mm,600mm,290mm,143.175
WT6,Stainless Steel Fabrication/Furniture,Silverlink 600,Work Top,,Work Tops,CN6 CC6 HC6 HCL6 SLS6,,,290,600,600,* Designed to match Silverlink 600 appliances<br>* Provides useful work space<br>* Models with drawers provide handy additional storage space,S-LINKWORKTOP,146,9,WT3.jpg,43,163,600mm,600mm,290mm,83.95
WT6D,Stainless Steel Fabrication/Furniture,Silverlink 600,Work Top,With Drawer,Work Tops,CN6 CC6 HC6 HCL6 SLS6,,,290,600,600,* Designed to match Silverlink 600 appliances<br>* Provides useful work space<br>* Models with drawers provide handy additional storage space,S-LINKWORKTOPD,276,14,WT6D.jpg,43,163,600mm,600mm,290mm,158.7
WT7,Stainless Steel Fabrication/Furniture,Silverlink 600,Work Top,,Work Tops,CN7 CC7 HC7 HCL7 SLS7,,,290,750,600,* Designed to match Silverlink 600 appliances<br>* Provides useful work space<br>* Models with drawers provide handy additional storage space,S-LINKWORKTOP,168,10,WT3.jpg,43,163,750mm,600mm,290mm,96.6
EB3F,Beverage Equipment,Water Boilers,FilterFlow Automatic-Fill Water Boiler,Single tap,Counter Top Boilers,BR49 FC02,electric,3 kW,652,290,465,* Unique built-in water filtration system improves water quality and reduces scale build-up<br>* High quality boiling water on tap 24 hours a day<br>* Low cost easy-fit replacement filter cartridges<br>* Advanced diagnostics with LCD panel showing operational status<br>* Reliable electronic temperature control system<br>* Lower energy and maintenance costs<br>* Adjustable water temperature - ideal for all types of beverage<br>* Output per hour: 31 litres / Rapid draw off: 9 litres,FILTERFLOWBOILERS,557,13,EB3F.jpg,25,194,290mm,465mm,652mm,320.275
EB4F,Beverage Equipment,Water Boilers,FilterFlow Automatic-Fill Water Boiler,Single tap,Counter Top Boilers,BR49 FC02,electric,4.5 kW,652,290,465,* Unique built-in water filtration system improves water quality and reduces scale build-up<br>* High quality boiling water on tap 24 hours a day<br>* Low cost easy-fit replacement filter cartridges<br>* Advanced diagnostics with LCD panel showing operational status<br>* Reliable electronic temperature control system<br>* Lower energy and maintenance costs<br>* Adjustable water temperature - ideal for all types of beverage<br>* Output per hour: 45 litres / Rapid draw off: 9 litres,FILTERFLOWBOILERS,660,14,EB3F.jpg,25,194,290mm,465mm,652mm,379.5
EB6F,Beverage Equipment,Water Boilers,FilterFlow Automatic-Fill Water Boiler,Single tap,Counter Top Boilers,BR50 FC02,electric,6 kW,652,455,465,* Unique built-in water filtration system improves water quality and reduces scale build-up<br>* High quality boiling water on tap 24 hours a day<br>* Low cost easy-fit replacement filter cartridges<br>* Advanced diagnostics with LCD panel showing operational status<br>* Reliable electronic temperature control system<br>* Lower energy and maintenance costs<br>* Adjustable water temperature - ideal for all types of beverage<br>* Output per hour: 60 litres / Rapid draw off: 17 litres,FILTERFLOWBOILERS,718,17,EB6F.jpg,25,194,455mm,465mm,652mm,412.85
EB6TF,Beverage Equipment,Water Boilers,FilterFlow Automatic-Fill Water Boiler,Twin tap,Counter Top Boilers,BR50 FC02,electric,6 kW,652,455,465,* Unique built-in water filtration system improves water quality and reduces scale build-up<br>* High quality boiling water on tap 24 hours a day<br>* Low cost easy-fit replacement filter cartridges<br>* Advanced diagnostics with LCD panel showing operational status<br>* Reliable electronic temperature control system<br>* Lower energy and maintenance costs<br>* Adjustable water temperature - ideal for all types of beverage<br>* Output per hour: 60 litres / Rapid draw off: 17 litres,FILTERFLOWBOILERS,776,17,EB6TF.jpg,25,206,455mm,465mm,652mm,446.2
BR49,Accessories & Options,Accessories & Options,Wall mounting kit for EB3F EB3F/PB and EB4F,,Accessory - Other,,,,,,,,,52,,,114,206,,,,29.9
OA7937,Accessories & Options,Accessories & Options,Premium carbon filter pads (pack of 30),For use with Opus 700 filtration fryers,Accessory - Other,,,,,,,,,34,,,114,206,,,,19.55
L6506WB,Stainless Steel Fabrication/Furniture,Kitchen Furniture,Wall Bench (Series 650),600mm long,Centre tables and wall benches,,,,900,600,650,* Full stainless steel construction durable and easy to clean<br>* Quick and simple to assemble<br>* Undershelves for maximum storage space<br>* Sound deadening pads<br>* Adjustable feet creating level working surface,WALLBENCH650,281,14,L6009WB.jpg,41,202,600mm,650mm,900mm,161.575
BM7X,Cooking Equipment,Silverlink 600,Bain Marie,Dry heat base unit,Bains Marie,SLS7 CN7 CC7 HC7 HCL7,electric,1 kW,290,750,600,* Perfect for safely holding sauces gravy and pre-cooked foods for up to two hours at serving temperature<br>* Adjustable heat control <br>* Choice of gastronorm dish configuration<br>* Dry heat,,496,20,BM7B.jpg,77,148,750mm,600mm,290mm,285.2
BM7XA,Cooking Equipment,Silverlink 600,Bain Marie,Dry heat - with GN dishes and lids,Bains Marie,SLS7 CN7 CC7 HC7 HCL7,electric,1 kW,290,750,600,* Perfect for safely holding sauces gravy and pre-cooked foods for up to two hours at serving temperature<br>* Adjustable heat control <br>* Choice of gastronorm dish configuration<br>* Dry heat,,581,25,BM7B.jpg,76,148,750mm,600mm,290mm,334.075
OG7504/P,Cooking Equipment,Opus 700,Atmospheric Steamer,6 x 1/1GN capacity,Atmospheric Steamers,,Gas,13 kW,1600,600,750,* Six shelf positions and removable shelf supports - versatile and easy to clean<br>* Ideal for kitchens where space is a premium<br>* 304 grade stainless steel oven interior for long service life<br>* Thermostatic control and boil dry protection for trouble free operation<br>* Reversible doors for easy installation<br>* Internal steam generator ensures the oven remains fully saturated with steam - essential for high quality food production<br>*Mechanical self-fill water system means no electrical requirements,OPUSGASATMOS,4042,156,OG7504.jpg,44,135,600mm,750mm,1600mm,2324.15
OE7505,Cooking Equipment,Opus 700,Atmospheric Steamer,6 x 1/1GN capacity,Atmospheric Steamers,,electric,9 Kw,1600,600,950,* Six shelf positions and removable shelf supports - versatile and easy to clean<br>* Ideal for kitchens where space is a premium<br>* 304 grade stainless steel oven interior for long service life<br>* Thermostatic control and boil dry protection for trouble free operation<br>* Reversible doors for easy installation<br>* Internal steam generator ensures the oven remains fully saturated with steam - essential for high quality food production<br>*Mechanical self-fill water system,OPUSELECSATMOS,3747,136.5,OE7505 propped.jpg,45,135,600mm,950mm,1600mm,2154.525
OG7001/N/RHD,Cooking Equipment,Opus 700,4 Burner Range with right hand door,,Oven Ranges,OA7901 OA7903 OA7940 OA7944,gas,31.2 kW,950,600,737,* Powerful hob burners give high speed cooking with controllability even at low temperatures<br>* Cast iron pan supports - robust and easy to clean<br>* Full depth dished hob top for ease of cleaning<br>* Low level rear flue to allow use of the complete hob top<br>* Large powerful oven with vitreous enamelled oven liners<br>* Right-hand door,OPUSGASRANGE,2673,113,OG7001 propped.jpg,99,142,600mm,737mm,950mm,1536.975
BR50,Accessories & Options,Accessories & Options,Wall mounting kit for EB6F and EB6TF,,Accessory - Other,,,,,,,,,57,,,114,206,,,,32.775
FC02,Accessories & Options,Accessories & Options,Filter cartridge for FilterFlow automatic water boilers (spare part),,Accessory - Other,,,,,,,,,34,,FilterFlow_Cartridge.jpg,114,206,,,,19.55
BM4C,Cooking Equipment,Silverlink 600,Bain Marie,Dry heat - with GN dishes and lids,Bains Marie,SLS4 CN4 CC4 HC4 HCL4,electric,0.75 kW,290,450,600,* Perfect for safely holding sauces gravy and pre-cooked foods for up to two hours at serving temperature<br>* Thermostatic heat control <br>* Choice of gastronorm dish configuration<br>* Wet heat helps to prevent food from drying out<br>* Front taps for easy draining,S-LINKBAINGAST,407,12,BM4A.jpg,76,148,450mm,600mm,290mm,234.025
BM4CW,Cooking Equipment,Silverlink 600,Bain Marie,Wet heat - with GN dishes and lids,Bains Marie,SLS4 CN4 CC4 HC4 HCL4,electric,1 kW,290,450,600,* Perfect for safely holding sauces gravy and pre-cooked foods for up to two hours at serving temperature<br>* Thermostatic heat control <br>* Choice of gastronorm dish configuration<br>* Wet heat helps to prevent food from drying out<br>* Front taps for easy draining,S-LINKBAINGASTWET,497,14,BM4BW.jpg,79,148,450mm,600mm,290mm,285.775
BM7XW,Cooking Equipment,Silverlink 600,Bain Marie,Wet heat base unit,Bains Marie,SLS7 CN7 CC7 HC7 HCL7,electric,2 kW,290,750,600,* Perfect for safely holding sauces gravy and pre-cooked foods for up to two hours at serving temperature<br>* Thermostatic heat control <br>* Designed to accept gastronorm dishes (not included)<br>* Wet heat helps to prevent food from drying out<br>* Front taps for easy draining,,594,22,BM7CW.jpg,80,148,750mm,600mm,290mm,341.55
BM7XAW,Cooking Equipment,Silverlink 600,Bain Marie,Wet heat - with GN dishes and lids,Bains Marie,SLS7 CN7 CC7 HC7 HCL7,electric,2 kW,290,750,600,* Perfect for safely holding sauces gravy and pre-cooked foods for up to two hours at serving temperature<br>* Thermostatic heat control <br>* Choice of gastronorm dish configuration<br>* Wet heat helps to prevent food from drying out<br>* Front taps for easy draining,,679,22,BM7CW.jpg,79,148,750mm,600mm,290mm,390.425
OCG8295,Accessories & Options,Accessories & Options,Grill & Pizza Tray,,Accessory - Opus Combi Steamers,,,,,,,,,124,,,113,205,,,,71.3
OCA8350,Accessories & Options,Accessories & Options,Mobile banqueting plate rack (15 plates),,Accessory - Opus Combi Steamers,,,,,,,,,570,,,113,205,,,,327.75
OCA8351,Accessories & Options,Accessories & Options,Mobile banqueting plate rack (24 plates),,Accessory - Opus Combi Steamers,,,,,,,,,784,,,113,205,,,,450.8
OCA8352,Accessories & Options,Accessories & Options,Mobile banqueting plate rack (42 plates),,Accessory - Opus Combi Steamers,,,,,,,,,883,,,113,205,,,,507.725
OCA8355,Accessories & Options,Accessories & Options,Finishing system for banqueting requires run-in rail,,Accessory - Opus Combi Steamers,,,,,,,,,1445,,,113,205,,,,830.875
OA7920,Accessories & Options,Accessories & Options,Floor stand,For OA7919,Accessory - Other,,,,,,,,,377,16,,40,206,,,,216.775
UM50D,Merchandisers and Display Cases,Seal,Upright Heated Merchandiser,With 2 doors,Upright Merchandisers,,electric,1500 W,780,565,565,* Robust stainless steel construction - hygienic and easy to clean <br>* Minimum food holding temperature of 72°C <br>* Thermostatic control up to 95°C <br>* Rotating chrome plated rack for attractive appearance and ease of cleaning <br>* Toughened safety glass sides and hinged safety glass door with stay-cool handles for safe and efficient back service operation <br>* Humidity feature keeps food in perfect condition for longer minimising waste <br>* Diffused twin lights for even attractive illumination <br>* User-replaceable light bulbs and removable control panel for lower service costs<br>* Suitable for self-service applications,SEAL-UM,1108,39,UM50.jpg,103,192,565mm,565mm,780mm,637.1
ESLR9C,Cooking Equipment,Silverlink 600,Electric Range,,Oven Ranges,,electric,16.5kW,900,900,600,* Fully pressed and sealed hob top for easy cleaning <br>* Automatic power reduction if pan boils dry or is removed - prolonging hotplate life <br>* Twin fan assisted oven for even heat and consistent cooking results <br>* Large capacity oven with vitreous enamelled interior for increased productivity and easy cleaning <br>* Removable oven base for easy cleaning,S-LINKELECRANGE,2056,95,ESLR9C.jpg,101,155,900mm,600mm,900mm,1182.2
OE7010,Cooking Equipment,Opus 700,Electric Range,4 plate,Oven Ranges,OA7901 OA7940,electric,14.4 kW,925,600,823,* Fan assisted oven for even heat and consistent cooking results<br>* High speed 2.6kW hot plates for rapid heat-up<br>* 4 large square hot plates maximise cooking area<br>* Fully pressed sealed hob for easy cleaning<br>* Removable oven base side and top liners for easy cleaning,OPUSELECRANGE,3512,117,OE7010.jpg,101,142,600mm,823mm,925mm,2019.4
OE7012,Cooking Equipment,Opus 700,Boiling Top,4 plate,Boiling Tops,OA7917 OA7940,electric,10.4 kW,325,600,737,* High speed 2.6kW plates for rapid heat up<br>* 4 large square hot plates maximise cooking area<br>* Fully sealed hob top for quick easy cleaning<br>* 6 heat positions provide excellent temperature control,OPUSELECBOILING,1955,39,OE7012.jpg,50,137,600mm,737mm,325mm,1124.125
OG7208/N,Cooking Equipment,Opus 700,Griddle,Steel Plate - Half Ribbed Dual Zone,Griddles,OA7914 OA7916,gas,18.0 kW,450,900,737,* 16mm thick machined steel griddle plate assure even heat distribution<br>* Independently controlled heating zones for economy during quiet periods<br>* Thermostatic control ensures consistent results<br>* Flush radiused sides for ease of cleaning<br>* Cooler holding zone at the front of the griddle plate,OPUSGASGRID,2747,98,OG7208.jpg,90,141,900mm,737mm,450mm,1579.525
OG7208/P,Cooking Equipment,Opus 700,Griddle,Steel Plate - Half Ribbed Dual Zone,Griddles,OA7914 OA7916,gas,18.0 kW,450,900,737,* 16mm thick machined steel griddle plate assure even heat distribution<br>* Independently controlled heating zones for economy during quiet periods<br>* Thermostatic control ensures consistent results<br>* Flush radiused sides for ease of cleaning<br>* Cooler holding zone at the front of the griddle plate,OPUSGASGRID,2747,98,OG7208.jpg,90,141,900mm,737mm,450mm,1579.525
OE7209,Cooking Equipment,Opus 700,Electric griddle,Steel Plate - Half Ribbed Dual Zone,Griddles,OA7914 OA7916,electric,11 kW,450,900,737,* 16mm thick machined steel griddle plate assure even heat distribution<br>* Independently controlled heating zones for economy during quiet periods<br>* Thermostatic control ensures consistent results<br>* Flush radiused sides for ease of cleaning<br>* Cooler holding zone at the front of the griddle plate,OPUSELECGRID,2028,98,OE7209.jpg,94,141,900mm,737mm,450mm,1166.1
OA7919,Stainless Steel Fabrication/Furniture,Opus 700,Work Top,,Work Tops,OA7920,,,450,350,737,* Designed to match Opus 700 appliances<br>* Provides useful work space,OPUSWORKTOP,394,13,OA7919.jpg,43,145,350mm,737mm,450mm,226.55
OA7936,Stainless Steel Fabrication/Furniture,Opus 700,Work Top,,Work Tops,OA7905,,,450,700,737,* Designed to match Opus 700 appliances<br>* Provides useful work space,OPUSWORKTOP,421,21,OA7936.jpg,43,145,700mm,737mm,450mm,242.075
OE7304,Cooking Equipment,Opus 700,Salamander Grill,,Salamander Grills,OA7907 OA7909 OA7908 BR11,electric,5.5 kW,445,785,365,* Powerful electric elements for reliability and rapid heat up <br>* Easy to clean chrome-plated wire grill support doubles as a toasting rack <br>* Heavy duty reversible branding plate supplied as standard <br>* Integral fat collection channel <br>* Enamelled interior and top/front exterior for durability,OPUSELECSAL04,1391,40,OE7304.jpg,65,144,785mm,365mm,445mm,799.825
LFF,Cooking Equipment,Lynx 400,Fryer (counter Top),Single tank,Fryers (Counter Top),,electric,3 kW,315,360,400,* Large single tank - ideally suited to free frying of battered or breaded products especially fish <br>* Removable control head and elements for easy cleaning <br>* Thermostatic control for consistently perfect results <br>* Removable stainless steel tank and batter plate for easy cleaning <br>* High limit thermostat for added safety (cuts off the fryer if the control thermostat fails) <br>* Batter plate stainless steel lid and heavy duty baskets supplied as standard,LYNXFRYERS,344,10,LFF.jpg,86,170,360mm,400mm,315mm,197.8
LBM3,Cooking Equipment,Lynx 400,Bain Marie,6 x 1/4 Gastronorms (dry),Bains Marie,,electric,0.75 kW,196,850,400,,LYNXBAINSGAST,387,14,LBM3_LBM3W.jpg,82,165,850mm,400mm,196mm,222.525
LBM3W,Cooking Equipment,Lynx 400,Bain Marie,6 x 1/4 Gastronorms (wet or dry),Bains Marie,,electric,0.75 kW,196,850,400,"* Perfect for holding sauces soups gravy and pre-cooked foods for up to 2 hours at serving temperature <br>* Adjustable heat control gives added versatility <br>* Supplied with 100mm deep stainless steel ¼ GN ""Super Pan II"" containers with lids <br>* Dry or wet heat operation from a single unit - added versatility",LYNXBAINSGAST,477,18,LBM3_LBM3W.jpg,82,165,850mm,400mm,196mm,274.275
LRB3,Cooking Equipment,Lynx 400,Bain Marie,3 round pots (dry),Bains Marie,,electric,0.75 kW,245,850,400,* Perfect for holding sauces soups gravy and pre-cooked foods for up to 2 hours at serving temperature <br>* Adjustable heat control gives added versatility <br>* Stainless steel round pots and lids included as standard <br>* Dry heat,LYNXBAINSPOT,340,14,LRB3_LRB3W.jpg,75,165,850mm,400mm,245mm,195.5
OCA8356,Accessories & Options,Accessories & Options,Finishing system for banqueting requires run-in rail,,Accessory - Opus Combi Steamers,,,,,,,,,2275,,,113,205,,,,1308.125
OCA8345,Accessories & Options,Accessories & Options,Insulating cover,for CombiDuo,Accessory - Opus Combi Steamers,,,,,,,,,600,,,113,205,,,,345
OCA8349,Accessories & Options,Accessories & Options,Insulating cover,for CombiDuo,Accessory - Opus Combi Steamers,,,,,,,,,889,,,113,205,,,,511.175
OCA8353,Accessories & Options,Accessories & Options,Chicken grid H6 1/1GN,,Accessory - Opus Combi Steamers,,,,,,,,,48,,,113,205,,,,27.6
OCA8344,Accessories & Options,Accessories & Options,MultiBaker,,Accessory - Opus Combi Steamers,,,,,,,,,77,,,113,205,,,,44.275
UMS50D,Merchandisers and Display Cases,Seal,Upright Heated Merchandiser,With 2 doors,Upright Merchandisers,,electric,1500 W,780,565,565,* Robust stainless steel construction - hygienic and easy to clean <br>* Minimum food holding temperature of 72°C <br>* Thermostatic control up to 95°C <br>* Square static chrome plated rack for attractive appearance and ease of cleaning <br>* Toughened safety glass sides and hinged safety glass door with stay-cool handles for safe and efficient back service operation <br>* Humidity feature keeps food in perfect condition for longer minimising waste <br>* Diffused twin lights for even attractive illumination <br>* User-replaceable light bulbs and removable control panel for lower service costs<br>* Suitable for self-service applications,SEAL-UM,977,37,UMS50.jpg,103,192,565mm,565mm,780mm,561.775
UMO50D,Merchandisers and Display Cases,Seal,Upright Heated Merchandiser with Oven,With 2 doors,Upright Merchandisers with Oven,,electric,2900 W,925,565,565,"* Combination model with oven and merchandiser in one convenient counter-top unit <br>* Merchandiser holds food at a minimum temperature of 72°C <br>* Thermostatic control of merchandiser up to 95°C <br>* Robust stainless steel construction - hygienic and easy to clean <br>* Rotating chrome plated rack attractive appearance and ease of cleaning  <br>* Toughened safety glass sides and hinged safety glass door with stay-cool handles for safe and efficient back service operation <br>* Humidity feature keeps food in perfect condition for longer minimising waste <br>* Diffused twin lights for even attractive illumination <br>* User-replaceable light bulbs and removable control panel for lower service costs <br>* Chrome-plated rod shelf and removable internal base to oven <br>* Drop-down door for easy access to oven interior <br>* Thermostatically-controlled oven with 50° - 250°C range for accurate reliable cooking <br>* Fully-insulated oven - maintains safe lower exterior side wall temperatures
Suitable for self-service applications",SEAL-UMO,1520,50,UMO50.jpg,104,193,565mm,565mm,925mm,874
OCA8340,Accessories & Options,Accessories & Options,Potato Baker,,Accessory - Opus Combi Steamers,,,,,,,,,89,,,113,205,,,,51.175
OA7934,Accessories & Options,Accessories & Options,Floor stand,,Accessory - Other,,,,,,,,,401,16,,40,206,,,,230.575
AS4,Cooking Equipment,Silverlink 600,Adjustable Salamander,,Salamander Grills,BR51,electric,4.5kW,500,600,550,* Ideal for grilling and gratination<br>* Smooth action and easy-lift grill hood<br>* Height markings and an audible timer to ensure consistent results<br>* Removeable fat collection tray and chromed toasting rack included as standard<br>* 1/1 GN compatible,S-LINKADJSAL,1254,45,AS4.jpg,65,161,600mm,550mm,500mm,721.05
